Origin stage n chromosome start end redip
ssa10_113637538_113638472.maf brain_mature_male 1 ssa10 113637538 113638472 AORe
ssa10_114428044_114429319.maf lateblastulation 1 ssa10 114428044 114429319 AORe
ssa10_114842029_114842480.maf muscle_mature_female 1 ssa10 114842029 114842480 AORe
ssa10_11496887_11497359.maf midsomitogenesis 1 ssa10 11496887 11497359 AORe
ssa10_115265006_115265701.maf liver_mature_male 1 ssa10 115265006 115265701 AORe
ssa10_115446646_115447126.maf testis_mature_male 1 ssa10 115446646 115447126 AORe
ssa10_116159404_116160309.maf liver_immature_female 1 ssa10 116159404 116160309 AORe
ssa10_116159404_116160309.maf liver_immature_male 1 ssa10 116159404 116160309 AORe
ssa10_116159404_116160309.maf liver_mature_male 1 ssa10 116159404 116160309 AORe
ssa10_116165038_116165350.maf brain_mature_male 1 ssa10 116165038 116165350 AORe
ssa10_116166735_116167686.maf brain_immature_male 1 ssa10 116166735 116167686 AORe
ssa10_116166735_116167686.maf brain_mature_male 1 ssa10 116166735 116167686 AORe
ssa10_116166735_116167686.maf liver_immature_female 1 ssa10 116166735 116167686 AORe
ssa10_116166735_116167686.maf liver_immature_male 1 ssa10 116166735 116167686 AORe
ssa10_116166735_116167686.maf liver_mature_female 1 ssa10 116166735 116167686 AORe
ssa10_116166735_116167686.maf liver_mature_male 1 ssa10 116166735 116167686 AORe
ssa10_116236429_116237314.maf brain_immature_male 1 ssa10 116236429 116237314 AORe
ssa10_116236429_116237314.maf brain_mature_female 1 ssa10 116236429 116237314 AORe
ssa10_116236429_116237314.maf brain_mature_male 1 ssa10 116236429 116237314 AORe
ssa10_116264115_116265067.maf liver_immature_female 1 ssa10 116264115 116265067 AORe
ssa10_116264115_116265067.maf liver_immature_male 1 ssa10 116264115 116265067 AORe
ssa10_116264115_116265067.maf liver_mature_female 1 ssa10 116264115 116265067 AORe
ssa10_116264115_116265067.maf liver_mature_male 1 ssa10 116264115 116265067 AORe
ssa10_116489160_116489702.maf earlysomitogenesis 1 ssa10 116489160 116489702 AORe
ssa10_116489160_116489702.maf ovary_mature_female 1 ssa10 116489160 116489702 AORe
ssa10_116593544_116594197.maf midsomitogenesis 1 ssa10 116593544 116594197 AORe
ssa10_116640276_116640421.maf liver_immature_male 1 ssa10 116640276 116640421 AORe
ssa10_116649639_116650080.maf liver_mature_female 1 ssa10 116649639 116650080 AORe
ssa10_116649639_116650080.maf liver_mature_male 1 ssa10 116649639 116650080 AORe
ssa10_116779088_116779240.maf muscle_immature_female 1 ssa10 116779088 116779240 AORe
ssa10_117168744_117168905.maf muscle_immature_male 1 ssa10 117168744 117168905 AORe
ssa10_117380478_117380764.maf muscle_immature_female 1 ssa10 117380478 117380764 AORe
ssa10_117380478_117380764.maf muscle_immature_male 1 ssa10 117380478 117380764 AORe
ssa10_117380478_117380764.maf muscle_mature_female 1 ssa10 117380478 117380764 AORe
ssa10_117380478_117380764.maf muscle_mature_male 1 ssa10 117380478 117380764 AORe
ssa10_117387058_117387669.maf brain_immature_male 1 ssa10 117387058 117387669 AORe
ssa10_117403790_117403960.maf brain_immature_male 1 ssa10 117403790 117403960 AORe
ssa10_117456167_117456495.maf liver_mature_female 1 ssa10 117456167 117456495 AORe
ssa10_117626488_117627421.maf latesomitogenesis 1 ssa10 117626488 117627421 AORe
ssa10_117670217_117670996.maf brain_immature_male 1 ssa10 117670217 117670996 AORe
ssa10_117670217_117670996.maf brain_mature_male 1 ssa10 117670217 117670996 AORe
ssa10_1176848_1177769.maf midsomitogenesis 1 ssa10 1176848 1177769 AORe
ssa10_117738905_117740113.maf liver_immature_male 1 ssa10 117738905 117740113 AORe
ssa10_117738905_117740113.maf liver_mature_female 1 ssa10 117738905 117740113 AORe
ssa10_117738905_117740113.maf liver_mature_male 1 ssa10 117738905 117740113 AORe
ssa10_117738905_117740113.maf ovary_mature_female 1 ssa10 117738905 117740113 AORe
ssa10_117738905_117740113.maf testis_immature_male 1 ssa10 117738905 117740113 AORe
ssa10_117738905_117740113.maf testis_mature_male 1 ssa10 117738905 117740113 AORe
ssa10_117825915_117826109.maf muscle_mature_male 1 ssa10 117825915 117826109 AORe
ssa10_117889524_117891560.maf brain_immature_female 1 ssa10 117889524 117891560 AORe
ssa10_117889524_117891560.maf brain_immature_male 1 ssa10 117889524 117891560 AORe
ssa10_117889524_117891560.maf brain_mature_female 1 ssa10 117889524 117891560 AORe
ssa10_117889524_117891560.maf brain_mature_male 1 ssa10 117889524 117891560 AORe
ssa10_117935889_117936769.maf brain_immature_female 1 ssa10 117935889 117936769 AORe
ssa10_117935889_117936769.maf brain_immature_male 1 ssa10 117935889 117936769 AORe
ssa10_117935889_117936769.maf brain_mature_female 1 ssa10 117935889 117936769 AORe
ssa10_117935889_117936769.maf brain_mature_male 1 ssa10 117935889 117936769 AORe
ssa10_117952653_117953349.maf brain_immature_male 1 ssa10 117952653 117953349 AORe
ssa10_117952653_117953349.maf brain_mature_female 1 ssa10 117952653 117953349 AORe
ssa10_117952653_117953349.maf brain_mature_male 1 ssa10 117952653 117953349 AORe
ssa10_118023223_118023977.maf brain_immature_male 1 ssa10 118023223 118023977 AORe
ssa10_118023223_118023977.maf brain_mature_female 1 ssa10 118023223 118023977 AORe
ssa10_118023223_118023977.maf brain_mature_male 1 ssa10 118023223 118023977 AORe
ssa10_118023223_118023977.maf liver_mature_male 1 ssa10 118023223 118023977 AORe
ssa10_118063227_118063926.maf brain_immature_male 1 ssa10 118063227 118063926 AORe
ssa10_118063227_118063926.maf brain_mature_female 1 ssa10 118063227 118063926 AORe
ssa10_118063227_118063926.maf brain_mature_male 1 ssa10 118063227 118063926 AORe
ssa10_118064169_118064684.maf brain_immature_male 1 ssa10 118064169 118064684 AORe
ssa10_118064169_118064684.maf brain_mature_female 1 ssa10 118064169 118064684 AORe
ssa10_118065901_118066388.maf brain_immature_female 1 ssa10 118065901 118066388 AORe
ssa10_118065901_118066388.maf brain_immature_male 1 ssa10 118065901 118066388 AORe
ssa10_118065901_118066388.maf brain_mature_female 1 ssa10 118065901 118066388 AORe
ssa10_118065901_118066388.maf brain_mature_male 1 ssa10 118065901 118066388 AORe
ssa10_118083239_118083586.maf brain_immature_male 1 ssa10 118083239 118083586 AORe
ssa10_118188149_118188423.maf liver_immature_male 1 ssa10 118188149 118188423 AORe
ssa10_118188149_118188423.maf liver_mature_female 1 ssa10 118188149 118188423 AORe
ssa10_118188149_118188423.maf liver_mature_male 1 ssa10 118188149 118188423 AORe
ssa10_118190394_118191079.maf ovary_immature_female 1 ssa10 118190394 118191079 AORe
ssa10_118198831_118199436.maf liver_mature_female 1 ssa10 118198831 118199436 AORe
ssa10_118198831_118199436.maf testis_immature_male 1 ssa10 118198831 118199436 AORe
ssa10_118198831_118199436.maf testis_mature_male 1 ssa10 118198831 118199436 AORe
ssa10_118201402_118201874.maf brain_mature_female 1 ssa10 118201402 118201874 AORe
ssa10_118218902_118219187.maf muscle_immature_female 1 ssa10 118218902 118219187 AORe
ssa10_118357570_118358498.maf brain_immature_male 1 ssa10 118357570 118358498 AORe
ssa10_118357570_118358498.maf brain_mature_female 1 ssa10 118357570 118358498 AORe
ssa10_118453200_118453935.maf midsomitogenesis 1 ssa10 118453200 118453935 AORe
ssa10_118453200_118453935.maf muscle_immature_female 1 ssa10 118453200 118453935 AORe
ssa10_118453200_118453935.maf muscle_immature_male 1 ssa10 118453200 118453935 AORe
ssa10_118453200_118453935.maf muscle_mature_female 1 ssa10 118453200 118453935 AORe
ssa10_118565654_118566397.maf brain_immature_male 1 ssa10 118565654 118566397 AORe
ssa10_118606530_118606902.maf testis_immature_male 1 ssa10 118606530 118606902 AORe
ssa10_118639003_118639634.maf testis_mature_male 1 ssa10 118639003 118639634 AORe
ssa10_118664832_118665766.maf brain_immature_male 1 ssa10 118664832 118665766 AORe
ssa10_118664832_118665766.maf midsomitogenesis 1 ssa10 118664832 118665766 AORe
ssa10_118681843_118682671.maf midgastrulation 1 ssa10 118681843 118682671 AORe
ssa10_118695277_118696288.maf brain_immature_female 1 ssa10 118695277 118696288 AORe
ssa10_118695277_118696288.maf brain_immature_male 1 ssa10 118695277 118696288 AORe
ssa10_118695277_118696288.maf brain_mature_female 1 ssa10 118695277 118696288 AORe
ssa10_118695277_118696288.maf brain_mature_male 1 ssa10 118695277 118696288 AORe
ssa10_118813532_118814292.maf liver_immature_male 1 ssa10 118813532 118814292 AORe
ssa10_118813532_118814292.maf liver_mature_male 1 ssa10 118813532 118814292 AORe
ssa10_118849608_118850126.maf brain_immature_male 1 ssa10 118849608 118850126 AORe
ssa10_118849608_118850126.maf brain_mature_male 1 ssa10 118849608 118850126 AORe
ssa10_118850315_118850771.maf brain_immature_male 1 ssa10 118850315 118850771 AORe
ssa10_118850315_118850771.maf brain_mature_male 1 ssa10 118850315 118850771 AORe
ssa10_118908845_118909233.maf ovary_immature_female 1 ssa10 118908845 118909233 AORe
ssa10_118930478_118930986.maf testis_immature_male 1 ssa10 118930478 118930986 AORe
ssa10_118946923_118947761.maf latesomitogenesis 1 ssa10 118946923 118947761 AORe
ssa10_118946923_118947761.maf midsomitogenesis 1 ssa10 118946923 118947761 AORe
ssa10_118948195_118948787.maf brain_immature_male 1 ssa10 118948195 118948787 AORe
ssa10_118948195_118948787.maf brain_mature_female 1 ssa10 118948195 118948787 AORe
ssa10_118948195_118948787.maf brain_mature_male 1 ssa10 118948195 118948787 AORe
ssa10_118948195_118948787.maf ovary_mature_female 1 ssa10 118948195 118948787 AORe
ssa10_118948195_118948787.maf testis_immature_male 1 ssa10 118948195 118948787 AORe
ssa10_118948195_118948787.maf testis_mature_male 1 ssa10 118948195 118948787 AORe
ssa10_119079473_119080377.maf liver_mature_male 1 ssa10 119079473 119080377 AORe
ssa10_119092144_119093223.maf brain_immature_male 1 ssa10 119092144 119093223 AORe
ssa10_119092144_119093223.maf brain_mature_female 1 ssa10 119092144 119093223 AORe
ssa10_119092144_119093223.maf brain_mature_male 1 ssa10 119092144 119093223 AORe
ssa10_119104455_119105095.maf brain_immature_female 1 ssa10 119104455 119105095 AORe
ssa10_119104455_119105095.maf brain_immature_male 1 ssa10 119104455 119105095 AORe
ssa10_119104455_119105095.maf brain_mature_male 1 ssa10 119104455 119105095 AORe
ssa10_119108558_119110122.maf brain_immature_male 1 ssa10 119108558 119110122 AORe
ssa10_119108558_119110122.maf brain_mature_female 1 ssa10 119108558 119110122 AORe
ssa10_119108558_119110122.maf brain_mature_male 1 ssa10 119108558 119110122 AORe
ssa10_119146030_119146708.maf brain_immature_male 1 ssa10 119146030 119146708 AORe
ssa10_119146030_119146708.maf brain_mature_male 1 ssa10 119146030 119146708 AORe
ssa10_119146030_119146708.maf liver_immature_male 1 ssa10 119146030 119146708 AORe
ssa10_119160915_119161580.maf brain_immature_female 1 ssa10 119160915 119161580 AORe
ssa10_119160915_119161580.maf brain_immature_male 1 ssa10 119160915 119161580 AORe
ssa10_119160915_119161580.maf brain_mature_female 1 ssa10 119160915 119161580 AORe
ssa10_119160915_119161580.maf brain_mature_male 1 ssa10 119160915 119161580 AORe
ssa10_119160915_119161580.maf liver_immature_male 1 ssa10 119160915 119161580 AORe
ssa10_119168275_119169024.maf brain_mature_female 1 ssa10 119168275 119169024 AORe
ssa10_119207283_119208541.maf ovary_mature_female 1 ssa10 119207283 119208541 AORe
ssa10_119209960_119210547.maf brain_immature_male 1 ssa10 119209960 119210547 AORe
ssa10_119209960_119210547.maf ovary_mature_female 1 ssa10 119209960 119210547 AORe
ssa10_119224808_119225744.maf liver_immature_male 1 ssa10 119224808 119225744 AORe
ssa10_119224808_119225744.maf liver_mature_female 1 ssa10 119224808 119225744 AORe
ssa10_119224808_119225744.maf liver_mature_male 1 ssa10 119224808 119225744 AORe
ssa10_119229818_119230236.maf liver_immature_male 1 ssa10 119229818 119230236 AORe
ssa10_119433131_119433871.maf liver_immature_female 1 ssa10 119433131 119433871 AORe
ssa10_119433131_119433871.maf liver_immature_male 1 ssa10 119433131 119433871 AORe
ssa10_119433131_119433871.maf liver_mature_female 1 ssa10 119433131 119433871 AORe
ssa10_119433131_119433871.maf liver_mature_male 1 ssa10 119433131 119433871 AORe
ssa10_119433131_119433871.maf midsomitogenesis 1 ssa10 119433131 119433871 AORe
ssa10_119698602_119699219.maf brain_immature_male 1 ssa10 119698602 119699219 AORe
ssa10_119726541_119726963.maf muscle_immature_male 1 ssa10 119726541 119726963 AORe
ssa10_119812062_119812573.maf brain_immature_female 1 ssa10 119812062 119812573 AORe
ssa10_119812062_119812573.maf brain_immature_male 1 ssa10 119812062 119812573 AORe
ssa10_119826749_119827535.maf brain_immature_male 1 ssa10 119826749 119827535 AORe
ssa10_119826749_119827535.maf brain_mature_female 1 ssa10 119826749 119827535 AORe
ssa10_119826749_119827535.maf brain_mature_male 1 ssa10 119826749 119827535 AORe
ssa10_119830882_119831236.maf ovary_mature_female 1 ssa10 119830882 119831236 AORe
ssa10_119992562_119992957.maf brain_immature_female 1 ssa10 119992562 119992957 AORe
ssa10_119992562_119992957.maf brain_mature_female 1 ssa10 119992562 119992957 AORe
ssa10_119992562_119992957.maf brain_mature_male 1 ssa10 119992562 119992957 AORe
ssa10_120081968_120083992.maf latesomitogenesis 1 ssa10 120081968 120083992 AORe
ssa10_120081968_120083992.maf liver_immature_male 1 ssa10 120081968 120083992 AORe
ssa10_120081968_120083992.maf liver_mature_female 1 ssa10 120081968 120083992 AORe
ssa10_120224426_120224802.maf brain_immature_male 1 ssa10 120224426 120224802 AORe
ssa10_120293657_120294068.maf muscle_immature_female 1 ssa10 120293657 120294068 AORe
ssa10_120293657_120294068.maf muscle_immature_male 1 ssa10 120293657 120294068 AORe
ssa10_120293657_120294068.maf muscle_mature_female 1 ssa10 120293657 120294068 AORe
ssa10_120293657_120294068.maf muscle_mature_male 1 ssa10 120293657 120294068 AORe
ssa10_120295699_120295997.maf muscle_immature_female 1 ssa10 120295699 120295997 AORe
ssa10_120295699_120295997.maf muscle_immature_male 1 ssa10 120295699 120295997 AORe
ssa10_120295699_120295997.maf muscle_mature_female 1 ssa10 120295699 120295997 AORe
ssa10_120295699_120295997.maf muscle_mature_male 1 ssa10 120295699 120295997 AORe
ssa10_120296704_120296966.maf muscle_mature_female 1 ssa10 120296704 120296966 AORe
ssa10_120302169_120303062.maf muscle_immature_male 1 ssa10 120302169 120303062 AORe
ssa10_120302169_120303062.maf muscle_mature_female 1 ssa10 120302169 120303062 AORe
ssa10_120302169_120303062.maf muscle_mature_male 1 ssa10 120302169 120303062 AORe
ssa10_120303708_120304577.maf muscle_immature_male 1 ssa10 120303708 120304577 AORe
ssa10_120309069_120309427.maf muscle_immature_female 1 ssa10 120309069 120309427 AORe
ssa10_120309069_120309427.maf muscle_immature_male 1 ssa10 120309069 120309427 AORe
ssa10_120309069_120309427.maf muscle_mature_female 1 ssa10 120309069 120309427 AORe
ssa10_120309069_120309427.maf muscle_mature_male 1 ssa10 120309069 120309427 AORe
ssa10_120355455_120355976.maf liver_immature_female 1 ssa10 120355455 120355976 AORe
ssa10_120355455_120355976.maf liver_immature_male 1 ssa10 120355455 120355976 AORe
ssa10_120355455_120355976.maf liver_mature_male 1 ssa10 120355455 120355976 AORe
ssa10_120362620_120362873.maf liver_mature_male 1 ssa10 120362620 120362873 AORe
ssa10_120526757_120527396.maf brain_mature_female 1 ssa10 120526757 120527396 AORe
ssa10_120526757_120527396.maf ovary_mature_female 1 ssa10 120526757 120527396 AORe
ssa10_120540468_120541130.maf brain_immature_male 1 ssa10 120540468 120541130 AORe
ssa10_120890943_120891641.maf brain_immature_male 1 ssa10 120890943 120891641 AORe
ssa10_120890943_120891641.maf brain_mature_male 1 ssa10 120890943 120891641 AORe
ssa10_120893210_120893890.maf ovary_mature_female 1 ssa10 120893210 120893890 AORe
ssa10_120946092_120946971.maf ovary_immature_female 1 ssa10 120946092 120946971 AORe
ssa10_120946092_120946971.maf ovary_mature_female 1 ssa10 120946092 120946971 AORe
ssa10_121001835_121002854.maf liver_immature_male 1 ssa10 121001835 121002854 AORe
ssa10_121001835_121002854.maf liver_mature_male 1 ssa10 121001835 121002854 AORe
ssa10_121054919_121055273.maf liver_mature_male 1 ssa10 121054919 121055273 AORe
ssa10_121061105_121061412.maf liver_immature_male 1 ssa10 121061105 121061412 AORe
ssa10_121061105_121061412.maf liver_mature_male 1 ssa10 121061105 121061412 AORe
ssa10_121087276_121087555.maf liver_immature_male 1 ssa10 121087276 121087555 AORe
ssa10_121087276_121087555.maf liver_mature_male 1 ssa10 121087276 121087555 AORe
ssa10_121121386_121121625.maf liver_mature_male 1 ssa10 121121386 121121625 AORe
ssa10_121151581_121152089.maf lateblastulation 1 ssa10 121151581 121152089 AORe
ssa10_121154119_121154699.maf liver_mature_male 1 ssa10 121154119 121154699 AORe
ssa10_121179236_121181607.maf latesomitogenesis 1 ssa10 121179236 121181607 AORe
ssa10_121179236_121181607.maf liver_immature_female 1 ssa10 121179236 121181607 AORe
ssa10_121179236_121181607.maf liver_immature_male 1 ssa10 121179236 121181607 AORe
ssa10_121179236_121181607.maf midgastrulation 1 ssa10 121179236 121181607 AORe
ssa10_121179236_121181607.maf midsomitogenesis 1 ssa10 121179236 121181607 AORe
ssa10_121179236_121181607.maf muscle_immature_male 1 ssa10 121179236 121181607 AORe
ssa10_121179236_121181607.maf testis_immature_male 1 ssa10 121179236 121181607 AORe
ssa10_121179236_121181607.maf testis_mature_male 1 ssa10 121179236 121181607 AORe
ssa10_121568562_121568759.maf brain_immature_male 1 ssa10 121568562 121568759 AORe
ssa10_121596690_121596943.maf testis_immature_male 1 ssa10 121596690 121596943 AORe
ssa10_121757854_121758313.maf brain_immature_male 1 ssa10 121757854 121758313 AORe
ssa10_121757854_121758313.maf brain_mature_male 1 ssa10 121757854 121758313 AORe
ssa10_121767333_121768105.maf brain_immature_female 1 ssa10 121767333 121768105 AORe
ssa10_121767333_121768105.maf brain_immature_male 1 ssa10 121767333 121768105 AORe
ssa10_121767333_121768105.maf brain_mature_male 1 ssa10 121767333 121768105 AORe
ssa10_122150777_122151743.maf brain_immature_male 1 ssa10 122150777 122151743 AORe
ssa10_122150777_122151743.maf brain_mature_male 1 ssa10 122150777 122151743 AORe
ssa10_122608306_122608541.maf ovary_mature_female 1 ssa10 122608306 122608541 AORe
ssa10_12263445_12264187.maf brain_immature_female 1 ssa10 12263445 12264187 AORe
ssa10_12263445_12264187.maf brain_immature_male 1 ssa10 12263445 12264187 AORe
ssa10_12263445_12264187.maf brain_mature_male 1 ssa10 12263445 12264187 AORe
ssa10_122652436_122653214.maf latesomitogenesis 1 ssa10 122652436 122653214 AORe
ssa10_122652436_122653214.maf liver_immature_male 1 ssa10 122652436 122653214 AORe
ssa10_122652436_122653214.maf liver_mature_male 1 ssa10 122652436 122653214 AORe
ssa10_122652436_122653214.maf midsomitogenesis 1 ssa10 122652436 122653214 AORe
ssa10_122652436_122653214.maf ovary_immature_female 1 ssa10 122652436 122653214 AORe
ssa10_122652436_122653214.maf ovary_mature_female 1 ssa10 122652436 122653214 AORe
ssa10_122652436_122653214.maf testis_immature_male 1 ssa10 122652436 122653214 AORe
ssa10_122652436_122653214.maf testis_mature_male 1 ssa10 122652436 122653214 AORe
ssa10_122655263_122655448.maf testis_mature_male 1 ssa10 122655263 122655448 AORe
ssa10_122738401_122739347.maf liver_immature_female 1 ssa10 122738401 122739347 AORe
ssa10_122738401_122739347.maf liver_mature_female 1 ssa10 122738401 122739347 AORe
ssa10_122752325_122752973.maf liver_immature_male 1 ssa10 122752325 122752973 AORe
ssa10_122752325_122752973.maf liver_mature_female 1 ssa10 122752325 122752973 AORe
ssa10_122752325_122752973.maf liver_mature_male 1 ssa10 122752325 122752973 AORe
ssa10_123810040_123810407.maf liver_immature_male 1 ssa10 123810040 123810407 AORe
