Origin stage n chromosome start end redip
ssa10_32531171_32531970.maf brain_mature_female 2 ssa10 32531171 32531970 AORe
ssa10_32531171_32531970.maf brain_mature_male 2 ssa10 32531171 32531970 AORe
ssa10_32531171_32531970.maf ovary_mature_female 2 ssa10 32531171 32531970 AORe
ssa10_43514217_43515111.maf brain_immature_male 2 ssa10 43514217 43515111 AORe
ssa10_43514217_43515111.maf brain_mature_female 2 ssa10 43514217 43515111 AORe
ssa10_43514217_43515111.maf brain_mature_male 2 ssa10 43514217 43515111 AORe
ssa10_45088996_45089439.maf muscle_immature_male 2 ssa10 45088996 45089439 AORe
ssa10_45088996_45089439.maf muscle_mature_female 2 ssa10 45088996 45089439 AORe
ssa10_45088996_45089439.maf muscle_mature_male 2 ssa10 45088996 45089439 AORe
ssa10_73964074_73965114.maf brain_immature_male 2 ssa10 73964074 73965114 AORe
ssa10_73964074_73965114.maf brain_mature_male 2 ssa10 73964074 73965114 AORe
ssa10_75484849_75485152.maf liver_immature_female 2 ssa10 75484849 75485152 AORe
ssa10_75484849_75485152.maf liver_immature_male 2 ssa10 75484849 75485152 AORe
ssa10_75484849_75485152.maf liver_mature_female 2 ssa10 75484849 75485152 AORe
ssa10_75484849_75485152.maf liver_mature_male 2 ssa10 75484849 75485152 AORe
ssa10_80140008_80141137.maf brain_immature_male 2 ssa10 80140008 80141137 AORe
ssa10_80140008_80141137.maf brain_mature_female 2 ssa10 80140008 80141137 AORe
ssa10_80140008_80141137.maf brain_mature_male 2 ssa10 80140008 80141137 AORe
ssa10_80261622_80261967.maf liver_mature_male 2 ssa10 80261622 80261967 AORe
ssa10_82145263_82145775.maf lateblastulation 2 ssa10 82145263 82145775 AORe
ssa10_82317119_82317699.maf muscle_mature_female 2 ssa10 82317119 82317699 AORe
ssa10_82317119_82317699.maf muscle_mature_male 2 ssa10 82317119 82317699 AORe
ssa10_83130510_83131080.maf brain_immature_male 2 ssa10 83130510 83131080 AORe
ssa10_83130510_83131080.maf brain_mature_female 2 ssa10 83130510 83131080 AORe
ssa10_85025981_85026713.maf latesomitogenesis 2 ssa10 85025981 85026713 AORe
ssa10_88689886_88690269.maf ovary_immature_female 2 ssa10 88689886 88690269 AORe
ssa10_88689886_88690269.maf ovary_mature_female 2 ssa10 88689886 88690269 AORe
ssa10_88845463_88846049.maf latesomitogenesis 2 ssa10 88845463 88846049 AORe
ssa10_88845463_88846049.maf muscle_mature_female 2 ssa10 88845463 88846049 AORe
ssa10_88845463_88846049.maf ovary_mature_female 2 ssa10 88845463 88846049 AORe
ssa10_88971341_88971995.maf muscle_immature_female 2 ssa10 88971341 88971995 AORe
ssa10_88971341_88971995.maf muscle_immature_male 2 ssa10 88971341 88971995 AORe
ssa10_90540946_90541585.maf brain_mature_female 2 ssa10 90540946 90541585 AORe
ssa11_14106759_14107585.maf brain_immature_male 2 ssa11 14106759 14107585 LORe
ssa11_14106759_14107585.maf brain_mature_female 2 ssa11 14106759 14107585 LORe
ssa11_14106759_14107585.maf brain_mature_male 2 ssa11 14106759 14107585 LORe
ssa11_14783432_14784704.maf lateblastulation 2 ssa11 14783432 14784704 LORe
ssa11_14783432_14784704.maf latesomitogenesis 2 ssa11 14783432 14784704 LORe
ssa11_14783432_14784704.maf midgastrulation 2 ssa11 14783432 14784704 LORe
ssa11_15299456_15300407.maf lateblastulation 2 ssa11 15299456 15300407 LORe
ssa11_15299456_15300407.maf latesomitogenesis 2 ssa11 15299456 15300407 LORe
ssa11_15305727_15306294.maf brain_mature_male 2 ssa11 15305727 15306294 LORe
ssa11_15305727_15306294.maf muscle_immature_female 2 ssa11 15305727 15306294 LORe
ssa11_15305727_15306294.maf muscle_mature_female 2 ssa11 15305727 15306294 LORe
ssa11_15305727_15306294.maf muscle_mature_male 2 ssa11 15305727 15306294 LORe
ssa11_15818844_15819223.maf liver_mature_male 2 ssa11 15818844 15819223 LORe
ssa11_15851431_15851705.maf brain_immature_male 2 ssa11 15851431 15851705 LORe
ssa11_17666371_17667410.maf brain_immature_male 2 ssa11 17666371 17667410 LORe
ssa11_17666371_17667410.maf brain_mature_male 2 ssa11 17666371 17667410 LORe
ssa11_19524679_19526021.maf liver_mature_male 2 ssa11 19524679 19526021 LORe
ssa11_23643182_23643837.maf brain_mature_male 2 ssa11 23643182 23643837 LORe
ssa11_24914402_24915122.maf brain_immature_male 2 ssa11 24914402 24915122 LORe
ssa11_24914402_24915122.maf brain_mature_female 2 ssa11 24914402 24915122 LORe
ssa11_25986132_25987555.maf liver_immature_male 2 ssa11 25986132 25987555 LORe
ssa11_30488965_30489420.maf brain_immature_female 2 ssa11 30488965 30489420 LORe
ssa11_30488965_30489420.maf brain_immature_male 2 ssa11 30488965 30489420 LORe
ssa11_30488965_30489420.maf brain_mature_male 2 ssa11 30488965 30489420 LORe
ssa11_34050893_34051589.maf liver_mature_male 2 ssa11 34050893 34051589 LORe
ssa11_34050893_34051589.maf muscle_immature_female 2 ssa11 34050893 34051589 LORe
ssa11_34050893_34051589.maf muscle_mature_female 2 ssa11 34050893 34051589 LORe
ssa11_34050893_34051589.maf muscle_mature_male 2 ssa11 34050893 34051589 LORe
ssa11_34575697_34576070.maf liver_mature_male 2 ssa11 34575697 34576070 LORe
ssa11_35945385_35946527.maf lateblastulation 2 ssa11 35945385 35946527 LORe
ssa11_35945385_35946527.maf latesomitogenesis 2 ssa11 35945385 35946527 LORe
ssa11_40997951_40998088.maf muscle_immature_male 2 ssa11 40997951 40998088 LORe
ssa11_40997951_40998088.maf muscle_mature_female 2 ssa11 40997951 40998088 LORe
ssa11_41472745_41472958.maf muscle_mature_male 2 ssa11 41472745 41472958 LORe
ssa11_42595537_42596199.maf brain_mature_male 2 ssa11 42595537 42596199 LORe
ssa11_65713185_65714238.maf liver_immature_female 2 ssa11 65713185 65714238 AORe
ssa11_65713185_65714238.maf liver_immature_male 2 ssa11 65713185 65714238 AORe
ssa11_65713185_65714238.maf liver_mature_male 2 ssa11 65713185 65714238 AORe
ssa11_70429256_70429973.maf brain_mature_female 2 ssa11 70429256 70429973 AORe
ssa11_70429256_70429973.maf brain_mature_male 2 ssa11 70429256 70429973 AORe
ssa11_78767167_78768588.maf muscle_immature_female 2 ssa11 78767167 78768588 AORe
ssa11_78767167_78768588.maf muscle_immature_male 2 ssa11 78767167 78768588 AORe
ssa11_78767167_78768588.maf muscle_mature_female 2 ssa11 78767167 78768588 AORe
ssa11_78767167_78768588.maf muscle_mature_male 2 ssa11 78767167 78768588 AORe
ssa11_87181076_87181504.maf latesomitogenesis 2 ssa11 87181076 87181504 AORe
ssa11_87181076_87181504.maf midsomitogenesis 2 ssa11 87181076 87181504 AORe
ssa11_88479736_88480685.maf brain_immature_male 2 ssa11 88479736 88480685 AORe
ssa11_88479736_88480685.maf brain_mature_female 2 ssa11 88479736 88480685 AORe
ssa11_88479736_88480685.maf brain_mature_male 2 ssa11 88479736 88480685 AORe
ssa11_91888718_91889623.maf lateblastulation 2 ssa11 91888718 91889623 AORe
ssa11_93737762_93738098.maf brain_mature_male 2 ssa11 93737762 93738098 AORe
ssa11_95929455_95930161.maf brain_immature_male 2 ssa11 95929455 95930161 AORe
ssa11_95929455_95930161.maf brain_mature_male 2 ssa11 95929455 95930161 AORe
ssa11_96627346_96627974.maf brain_mature_female 2 ssa11 96627346 96627974 AORe
ssa12_22117945_22118501.maf liver_mature_male 2 ssa12 22117945 22118501 LORe
ssa12_29649996_29650366.maf muscle_immature_female 2 ssa12 29649996 29650366 LORe
ssa12_29649996_29650366.maf muscle_mature_female 2 ssa12 29649996 29650366 LORe
ssa12_32721986_32722546.maf brain_immature_female 2 ssa12 32721986 32722546 LORe
ssa12_32721986_32722546.maf brain_immature_male 2 ssa12 32721986 32722546 LORe
ssa12_32721986_32722546.maf brain_mature_male 2 ssa12 32721986 32722546 LORe
ssa12_32846563_32847201.maf liver_immature_female 2 ssa12 32846563 32847201 LORe
ssa12_32846563_32847201.maf liver_immature_male 2 ssa12 32846563 32847201 LORe
ssa12_32846563_32847201.maf liver_mature_female 2 ssa12 32846563 32847201 LORe
ssa12_32846563_32847201.maf liver_mature_male 2 ssa12 32846563 32847201 LORe
ssa12_33063978_33065086.maf brain_immature_male 2 ssa12 33063978 33065086 LORe
ssa12_33063978_33065086.maf brain_mature_male 2 ssa12 33063978 33065086 LORe
ssa12_33190055_33191076.maf ovary_immature_female 2 ssa12 33190055 33191076 LORe
ssa12_33190055_33191076.maf ovary_mature_female 2 ssa12 33190055 33191076 LORe
ssa12_34420334_34420893.maf liver_immature_male 2 ssa12 34420334 34420893 LORe
ssa12_34420334_34420893.maf liver_mature_female 2 ssa12 34420334 34420893 LORe
ssa12_43034843_43035375.maf brain_mature_male 2 ssa12 43034843 43035375 AORe
ssa12_54413217_54414528.maf brain_immature_male 2 ssa12 54413217 54414528 AORe
ssa12_54413217_54414528.maf brain_mature_female 2 ssa12 54413217 54414528 AORe
ssa12_54413217_54414528.maf brain_mature_male 2 ssa12 54413217 54414528 AORe
ssa12_59691098_59691538.maf latesomitogenesis 2 ssa12 59691098 59691538 AORe
ssa12_62366968_62367282.maf muscle_immature_female 2 ssa12 62366968 62367282 AORe
ssa12_62366968_62367282.maf muscle_immature_male 2 ssa12 62366968 62367282 AORe
ssa12_62366968_62367282.maf muscle_mature_female 2 ssa12 62366968 62367282 AORe
ssa12_63086423_63087425.maf brain_mature_female 2 ssa12 63086423 63087425 AORe
ssa12_63086423_63087425.maf midsomitogenesis 2 ssa12 63086423 63087425 AORe
ssa12_63086423_63087425.maf ovary_mature_female 2 ssa12 63086423 63087425 AORe
ssa12_63086423_63087425.maf testis_immature_male 2 ssa12 63086423 63087425 AORe
ssa12_68775959_68776437.maf muscle_immature_female 2 ssa12 68775959 68776437 AORe
ssa12_68775959_68776437.maf muscle_immature_male 2 ssa12 68775959 68776437 AORe
ssa12_68775959_68776437.maf muscle_mature_female 2 ssa12 68775959 68776437 AORe
ssa12_68775959_68776437.maf muscle_mature_male 2 ssa12 68775959 68776437 AORe
ssa12_69396770_69397346.maf brain_immature_male 2 ssa12 69396770 69397346 AORe
ssa12_75720936_75722082.maf testis_mature_male 2 ssa12 75720936 75722082 AORe
ssa12_78782728_78783046.maf brain_immature_male 2 ssa12 78782728 78783046 AORe
ssa12_91739222_91739880.maf brain_immature_male 2 ssa12 91739222 91739880 AORe
ssa12_91739222_91739880.maf brain_mature_female 2 ssa12 91739222 91739880 AORe
ssa12_91739222_91739880.maf latesomitogenesis 2 ssa12 91739222 91739880 AORe
ssa12_92267290_92267748.maf brain_mature_female 2 ssa12 92267290 92267748 AORe
ssa12_92267290_92267748.maf brain_mature_male 2 ssa12 92267290 92267748 AORe
ssa12_95448292_95448574.maf muscle_immature_female 2 ssa12 95448292 95448574 AORe
ssa12_95448292_95448574.maf muscle_immature_male 2 ssa12 95448292 95448574 AORe
ssa13_100355776_100356478.maf liver_mature_male 2 ssa13 100355776 100356478 AORe
ssa13_101540672_101541884.maf latesomitogenesis 2 ssa13 101540672 101541884 AORe
ssa13_102050234_102050770.maf liver_mature_male 2 ssa13 102050234 102050770 AORe
ssa13_102078086_102079072.maf latesomitogenesis 2 ssa13 102078086 102079072 AORe
ssa13_102078086_102079072.maf ovary_immature_female 2 ssa13 102078086 102079072 AORe
ssa13_102078086_102079072.maf ovary_mature_female 2 ssa13 102078086 102079072 AORe
ssa13_103020072_103020434.maf brain_immature_male 2 ssa13 103020072 103020434 AORe
ssa13_103020072_103020434.maf brain_mature_female 2 ssa13 103020072 103020434 AORe
ssa13_103020072_103020434.maf brain_mature_male 2 ssa13 103020072 103020434 AORe
ssa13_104147556_104148587.maf ovary_mature_female 2 ssa13 104147556 104148587 AORe
ssa13_104147556_104148587.maf testis_immature_male 2 ssa13 104147556 104148587 AORe
ssa13_12954601_12955547.maf lateblastulation 2 ssa13 12954601 12955547 AORe
ssa13_12954601_12955547.maf latesomitogenesis 2 ssa13 12954601 12955547 AORe
ssa13_12954601_12955547.maf midgastrulation 2 ssa13 12954601 12955547 AORe
ssa13_12954601_12955547.maf midsomitogenesis 2 ssa13 12954601 12955547 AORe
ssa13_12984210_12984888.maf lateblastulation 2 ssa13 12984210 12984888 AORe
ssa13_12984210_12984888.maf latesomitogenesis 2 ssa13 12984210 12984888 AORe
ssa13_13548991_13550466.maf brain_mature_female 2 ssa13 13548991 13550466 AORe
ssa13_13790966_13791924.maf liver_immature_male 2 ssa13 13790966 13791924 AORe
ssa13_13790966_13791924.maf liver_mature_male 2 ssa13 13790966 13791924 AORe
ssa13_19469704_19470281.maf brain_mature_male 2 ssa13 19469704 19470281 AORe
ssa13_19519295_19519965.maf brain_immature_male 2 ssa13 19519295 19519965 AORe
ssa13_19991129_19992186.maf brain_immature_female 2 ssa13 19991129 19992186 AORe
ssa13_19991129_19992186.maf brain_immature_male 2 ssa13 19991129 19992186 AORe
ssa13_19991129_19992186.maf brain_mature_female 2 ssa13 19991129 19992186 AORe
ssa13_19991129_19992186.maf brain_mature_male 2 ssa13 19991129 19992186 AORe
ssa13_21481650_21482625.maf testis_mature_male 2 ssa13 21481650 21482625 AORe
ssa13_22324309_22324662.maf ovary_mature_female 2 ssa13 22324309 22324662 AORe
ssa13_22820450_22821291.maf latesomitogenesis 2 ssa13 22820450 22821291 AORe
ssa13_27136382_27137736.maf brain_mature_female 2 ssa13 27136382 27137736 AORe
ssa13_28328461_28329254.maf ovary_immature_female 2 ssa13 28328461 28329254 AORe
ssa13_37979987_37980369.maf brain_mature_male 2 ssa13 37979987 37980369 AORe
ssa13_39998754_39999645.maf earlysomitogenesis 2 ssa13 39998754 39999645 AORe
ssa13_39998754_39999645.maf lateblastulation 2 ssa13 39998754 39999645 AORe
ssa13_39998754_39999645.maf latesomitogenesis 2 ssa13 39998754 39999645 AORe
ssa13_39998754_39999645.maf midgastrulation 2 ssa13 39998754 39999645 AORe
ssa13_39998754_39999645.maf midsomitogenesis 2 ssa13 39998754 39999645 AORe
ssa13_48381589_48382080.maf muscle_mature_male 2 ssa13 48381589 48382080 AORe
ssa13_48396226_48397430.maf muscle_immature_female 2 ssa13 48396226 48397430 AORe
ssa13_48396226_48397430.maf muscle_immature_male 2 ssa13 48396226 48397430 AORe
ssa13_48396226_48397430.maf muscle_mature_male 2 ssa13 48396226 48397430 AORe
ssa13_72282463_72282623.maf liver_mature_male 2 ssa13 72282463 72282623 AORe
ssa13_75123045_75123921.maf earlysomitogenesis 2 ssa13 75123045 75123921 AORe
ssa13_75123045_75123921.maf latesomitogenesis 2 ssa13 75123045 75123921 AORe
ssa13_75123045_75123921.maf midsomitogenesis 2 ssa13 75123045 75123921 AORe
ssa13_81837392_81838091.maf liver_immature_male 2 ssa13 81837392 81838091 AORe
ssa13_90287851_90288716.maf brain_immature_female 2 ssa13 90287851 90288716 AORe
ssa13_90287851_90288716.maf brain_immature_male 2 ssa13 90287851 90288716 AORe
ssa13_90287851_90288716.maf brain_mature_female 2 ssa13 90287851 90288716 AORe
ssa13_90287851_90288716.maf brain_mature_male 2 ssa13 90287851 90288716 AORe
ssa13_92811104_92811791.maf brain_immature_male 2 ssa13 92811104 92811791 AORe
ssa13_92811104_92811791.maf brain_mature_male 2 ssa13 92811104 92811791 AORe
ssa13_92855328_92856139.maf brain_mature_male 2 ssa13 92855328 92856139 AORe
ssa13_93005642_93006408.maf brain_immature_female 2 ssa13 93005642 93006408 AORe
ssa13_93005642_93006408.maf brain_immature_male 2 ssa13 93005642 93006408 AORe
ssa13_93005642_93006408.maf brain_mature_female 2 ssa13 93005642 93006408 AORe
ssa13_93005642_93006408.maf brain_mature_male 2 ssa13 93005642 93006408 AORe
ssa13_96374810_96375743.maf brain_mature_male 2 ssa13 96374810 96375743 AORe
ssa13_96528253_96528635.maf brain_mature_female 2 ssa13 96528253 96528635 AORe
ssa13_98839364_98840033.maf brain_mature_female 2 ssa13 98839364 98840033 AORe
ssa14_15528919_15529553.maf testis_immature_male 2 ssa14 15528919 15529553 AORe
ssa14_19776134_19777211.maf brain_immature_male 2 ssa14 19776134 19777211 AORe
ssa14_19776134_19777211.maf brain_mature_male 2 ssa14 19776134 19777211 AORe
ssa14_21780162_21780990.maf muscle_mature_female 2 ssa14 21780162 21780990 AORe
ssa14_21780162_21780990.maf muscle_mature_male 2 ssa14 21780162 21780990 AORe
ssa14_24118131_24118870.maf brain_immature_male 2 ssa14 24118131 24118870 AORe
ssa14_24881315_24882212.maf brain_immature_male 2 ssa14 24881315 24882212 AORe
ssa14_24881315_24882212.maf brain_mature_male 2 ssa14 24881315 24882212 AORe
ssa14_25286764_25287102.maf muscle_immature_female 2 ssa14 25286764 25287102 AORe
ssa14_25286764_25287102.maf muscle_immature_male 2 ssa14 25286764 25287102 AORe
ssa14_25286764_25287102.maf muscle_mature_male 2 ssa14 25286764 25287102 AORe
ssa14_33773267_33773466.maf muscle_immature_female 2 ssa14 33773267 33773466 AORe
ssa14_33773267_33773466.maf muscle_immature_male 2 ssa14 33773267 33773466 AORe
ssa14_33773267_33773466.maf muscle_mature_male 2 ssa14 33773267 33773466 AORe
ssa14_34679894_34680355.maf muscle_immature_female 2 ssa14 34679894 34680355 AORe
ssa14_34679894_34680355.maf muscle_immature_male 2 ssa14 34679894 34680355 AORe
ssa14_34679894_34680355.maf muscle_mature_female 2 ssa14 34679894 34680355 AORe
ssa14_34679894_34680355.maf muscle_mature_male 2 ssa14 34679894 34680355 AORe
ssa14_35355307_35355637.maf brain_mature_male 2 ssa14 35355307 35355637 AORe
ssa14_37817356_37818264.maf brain_immature_male 2 ssa14 37817356 37818264 AORe
ssa14_37817356_37818264.maf brain_mature_male 2 ssa14 37817356 37818264 AORe
ssa14_38212970_38213510.maf muscle_mature_female 2 ssa14 38212970 38213510 AORe
ssa14_38212970_38213510.maf muscle_mature_male 2 ssa14 38212970 38213510 AORe
ssa14_39351921_39352323.maf liver_immature_male 2 ssa14 39351921 39352323 AORe
ssa14_39351921_39352323.maf liver_mature_male 2 ssa14 39351921 39352323 AORe
ssa14_39726430_39727145.maf muscle_immature_female 2 ssa14 39726430 39727145 AORe
ssa14_40291208_40291710.maf brain_immature_male 2 ssa14 40291208 40291710 AORe
ssa14_41753184_41753448.maf muscle_immature_female 2 ssa14 41753184 41753448 AORe
ssa14_41753184_41753448.maf muscle_immature_male 2 ssa14 41753184 41753448 AORe
ssa14_60834631_60835387.maf liver_mature_male 2 ssa14 60834631 60835387 AORe
ssa14_62490397_62490998.maf muscle_immature_female 2 ssa14 62490397 62490998 AORe
ssa14_62490397_62490998.maf muscle_immature_male 2 ssa14 62490397 62490998 AORe
ssa14_65732286_65732564.maf ovary_mature_female 2 ssa14 65732286 65732564 AORe
ssa14_67682758_67683413.maf latesomitogenesis 2 ssa14 67682758 67683413 AORe
ssa14_67682758_67683413.maf midsomitogenesis 2 ssa14 67682758 67683413 AORe
ssa14_70322028_70322987.maf latesomitogenesis 2 ssa14 70322028 70322987 AORe
ssa14_74319930_74320394.maf brain_mature_female 2 ssa14 74319930 74320394 AORe
ssa14_74729754_74730258.maf ovary_mature_female 2 ssa14 74729754 74730258 AORe
ssa14_78716187_78717732.maf brain_mature_female 2 ssa14 78716187 78717732 AORe
ssa14_78716187_78717732.maf brain_mature_male 2 ssa14 78716187 78717732 AORe
ssa14_82128030_82128756.maf brain_mature_female 2 ssa14 82128030 82128756 AORe
ssa14_82128030_82128756.maf brain_mature_male 2 ssa14 82128030 82128756 AORe
ssa14_82243910_82244669.maf liver_mature_male 2 ssa14 82243910 82244669 AORe
ssa14_84398938_84399852.maf muscle_immature_female 2 ssa14 84398938 84399852 AORe
ssa14_84398938_84399852.maf muscle_mature_female 2 ssa14 84398938 84399852 AORe
ssa14_89357205_89357958.maf liver_mature_female 2 ssa14 89357205 89357958 AORe
ssa14_89357205_89357958.maf liver_mature_male 2 ssa14 89357205 89357958 AORe
ssa14_90263389_90264385.maf latesomitogenesis 2 ssa14 90263389 90264385 AORe
ssa14_90263389_90264385.maf muscle_mature_female 2 ssa14 90263389 90264385 AORe
ssa14_90589120_90589563.maf brain_immature_male 2 ssa14 90589120 90589563 AORe
ssa14_90589120_90589563.maf brain_mature_female 2 ssa14 90589120 90589563 AORe
ssa14_90589120_90589563.maf muscle_immature_male 2 ssa14 90589120 90589563 AORe
ssa14_90589120_90589563.maf muscle_mature_female 2 ssa14 90589120 90589563 AORe
ssa14_90589120_90589563.maf muscle_mature_male 2 ssa14 90589120 90589563 AORe
ssa14_91833774_91834021.maf muscle_immature_female 2 ssa14 91833774 91834021 AORe
ssa15_100042660_100043505.maf brain_immature_male 2 ssa15 100042660 100043505 AORe
ssa15_100112057_100112620.maf muscle_immature_female 2 ssa15 100112057 100112620 AORe
ssa15_100112057_100112620.maf muscle_immature_male 2 ssa15 100112057 100112620 AORe
ssa15_100630748_100631009.maf muscle_mature_female 2 ssa15 100630748 100631009 AORe
ssa15_100630748_100631009.maf muscle_mature_male 2 ssa15 100630748 100631009 AORe
ssa15_100725505_100726540.maf brain_mature_female 2 ssa15 100725505 100726540 AORe
ssa15_100725505_100726540.maf brain_mature_male 2 ssa15 100725505 100726540 AORe
ssa15_100976501_100977199.maf brain_immature_male 2 ssa15 100976501 100977199 AORe
ssa15_100976501_100977199.maf brain_mature_female 2 ssa15 100976501 100977199 AORe
ssa15_101628803_101629224.maf liver_immature_male 2 ssa15 101628803 101629224 AORe
ssa15_101628803_101629224.maf liver_mature_male 2 ssa15 101628803 101629224 AORe
ssa15_102122280_102123095.maf brain_immature_female 2 ssa15 102122280 102123095 AORe
ssa15_102122280_102123095.maf brain_immature_male 2 ssa15 102122280 102123095 AORe
ssa15_102122280_102123095.maf brain_mature_female 2 ssa15 102122280 102123095 AORe
ssa15_102122280_102123095.maf brain_mature_male 2 ssa15 102122280 102123095 AORe
ssa15_103079805_103080882.maf liver_immature_female 2 ssa15 103079805 103080882 AORe
ssa15_103079805_103080882.maf liver_immature_male 2 ssa15 103079805 103080882 AORe
ssa15_103079805_103080882.maf liver_mature_female 2 ssa15 103079805 103080882 AORe
ssa15_103079805_103080882.maf liver_mature_male 2 ssa15 103079805 103080882 AORe
ssa15_103079805_103080882.maf muscle_immature_female 2 ssa15 103079805 103080882 AORe
ssa15_103079805_103080882.maf muscle_immature_male 2 ssa15 103079805 103080882 AORe
ssa15_103079805_103080882.maf muscle_mature_female 2 ssa15 103079805 103080882 AORe
ssa15_103079805_103080882.maf muscle_mature_male 2 ssa15 103079805 103080882 AORe
ssa15_103088146_103088645.maf brain_mature_male 2 ssa15 103088146 103088645 AORe
ssa15_103088146_103088645.maf liver_immature_female 2 ssa15 103088146 103088645 AORe
ssa15_103088146_103088645.maf liver_immature_male 2 ssa15 103088146 103088645 AORe
ssa15_103088146_103088645.maf liver_mature_female 2 ssa15 103088146 103088645 AORe
ssa15_103088146_103088645.maf liver_mature_male 2 ssa15 103088146 103088645 AORe
ssa15_103095001_103095521.maf liver_immature_male 2 ssa15 103095001 103095521 AORe
ssa15_103175130_103175799.maf brain_immature_male 2 ssa15 103175130 103175799 AORe
ssa15_103175130_103175799.maf brain_mature_female 2 ssa15 103175130 103175799 AORe
ssa15_103175130_103175799.maf brain_mature_male 2 ssa15 103175130 103175799 AORe
ssa15_103190044_103190372.maf brain_mature_female 2 ssa15 103190044 103190372 AORe
ssa15_103191943_103192511.maf brain_immature_male 2 ssa15 103191943 103192511 AORe
ssa15_103191943_103192511.maf brain_mature_male 2 ssa15 103191943 103192511 AORe
ssa15_103191943_103192511.maf testis_mature_male 2 ssa15 103191943 103192511 AORe
ssa15_103357515_103358384.maf brain_immature_male 2 ssa15 103357515 103358384 AORe
ssa15_103357515_103358384.maf brain_mature_male 2 ssa15 103357515 103358384 AORe
ssa15_103594965_103595485.maf brain_immature_male 2 ssa15 103594965 103595485 AORe
ssa15_103594965_103595485.maf brain_mature_female 2 ssa15 103594965 103595485 AORe
ssa15_103607551_103608064.maf brain_immature_male 2 ssa15 103607551 103608064 AORe
ssa15_103637928_103639087.maf brain_immature_male 2 ssa15 103637928 103639087 AORe
ssa15_103637928_103639087.maf brain_mature_female 2 ssa15 103637928 103639087 AORe
ssa15_103637928_103639087.maf brain_mature_male 2 ssa15 103637928 103639087 AORe
ssa15_103666460_103667475.maf brain_immature_female 2 ssa15 103666460 103667475 AORe
ssa15_103666460_103667475.maf brain_mature_male 2 ssa15 103666460 103667475 AORe
ssa15_103666460_103667475.maf latesomitogenesis 2 ssa15 103666460 103667475 AORe
ssa15_103666460_103667475.maf muscle_immature_female 2 ssa15 103666460 103667475 AORe
ssa15_103666460_103667475.maf muscle_mature_female 2 ssa15 103666460 103667475 AORe
ssa15_103666460_103667475.maf muscle_mature_male 2 ssa15 103666460 103667475 AORe
